class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
s_correct,0.742057204246521,0.4952302873134613,-0.5031746029853821,0.99969744682312,0.7568250894546509,0.5005925893783569,-0.4744000434875488,0.9995594620704652,0.7570067644119263,0.5039888024330139,-0.4743246138095855,0.999475598335266,0.7566287517547607,0.5073503255844116,-0.4744094908237457,0.9995308518409728,0.75665283203125,0.4906503856182098,-0.4735032021999359,0.9994716048240662,0.7568467259407043,0.4875622689723968,-0.4735659956932068,0.999298930168152,0.7568651437759399,0.4848925769329071,-0.4735456705093384,0.9993500709533693,0.7478560209274292,0.512768030166626,-0.3083313405513763,0.9992615580558776,0.7493858337402344,0.4825857877731323,-0.3003942370414734,0.9989676475524902,0.7275990843772888,0.501899778842926,-0.438826709985733,0.9992454648017884,0.7279618978500366,0.48960742354393,-0.4368359446525574,0.9991012811660768,0.6891645789146423,0.5346683859825134,-0.2665178179740906,0.9987964034080504,0.6827282309532166,0.4649716317653656,-0.2427553832530975,0.9959931373596193,0.7910686731338501,0.5477694272994995,-0.382714569568634,0.9937761425971984,0.7875925302505493,0.4421089291572571,-0.359507143497467,0.9923781752586364,0.9086428880691528,0.5550558567047119,-0.5092746615409851,0.983251929283142,0.9049095511436462,0.4378374814987182,-0.4672513604164123,0.98457270860672,0.93544739484787,0.5563920140266418,-0.5744905471801758,0.9484460353851318,0.9361619353294371,0.4323014318943023,-0.5260201692581177,0.9542749524116516,0.9430938959121704,0.5535271167755127,-0.5846695303916931,0.9454832673072816,0.9412930607795716,0.436624675989151,-0.5327210426330566,0.9515827298164368,0.933473527431488,0.5517899394035339,-0.5253220200538635,0.9518430829048156,0.9310373067855836,0.4407815039157867,-0.4806360304355621,0.9554727077484132,0.453482836484909,0.5301137566566467,-0.021705225110054,0.9990808963775636,0.4457010328769684,0.4816078245639801,0.021650593727827,0.9988488554954528,0.2717010676860809,0.5357687473297119,0.0191181376576423,0.9845949411392212,0.2673771679401397,0.4827234447002411,0.0626873970031738,0.9815306663513184,0.1110117062926292,0.5489112138748169,0.2633757889270782,0.98101145029068,0.1030199974775314,0.4769323468208313,0.2955603301525116,0.9749990105628968,0.0933945029973983,0.5438244938850403,0.2752080261707306,0.7892104983329773,0.08223357796669,0.4813879132270813,0.3056188225746155,0.791993260383606,0.0480546616017818,0.5508304238319397,0.0454441830515861,0.9620997309684752,0.0440851189196109,0.472342848777771,0.0902728140354156,0.9510405659675598
s_correct,0.7341641783714294,0.4969677329063415,-0.6107564568519592,0.9997419118881226,0.750488817691803,0.5014294981956482,-0.5846371650695801,0.9996265769004822,0.7509534955024719,0.5046564936637878,-0.5845404267311096,0.9995604753494264,0.7510424852371216,0.5076860785484314,-0.5846344828605652,0.9996074438095092,0.7493776082992554,0.4924180805683136,-0.5806660056114197,0.999553382396698,0.7491226196289062,0.4890051186084747,-0.5807514190673828,0.99940687417984,0.7487103939056396,0.4860893189907074,-0.5807409286499023,0.9994401335716248,0.7444710731506348,0.5125003457069397,-0.4219676256179809,0.9993926286697388,0.7439156174659729,0.4830936193466186,-0.4006856679916382,0.9991395473480223,0.71924889087677,0.5032302737236023,-0.5467779040336609,0.9993715882301332,0.7193050980567932,0.4915761947631836,-0.5408781170845032,0.9992138147354126,0.6880099773406982,0.5355184674263,-0.38074591755867,0.9988830089569092,0.6812946796417236,0.4656305611133575,-0.3356257677078247,0.996479868888855,0.7936730980873108,0.5500350594520569,-0.5212593078613281,0.9953100681304932,0.7885292768478394,0.4426038563251495,-0.4554836452007293,0.9933272004127502,0.9172481894493104,0.5551061630249023,-0.6381449699401855,0.9872427582740784,0.9067063927650452,0.4380941987037658,-0.5664805769920349,0.9867842197418212,0.9488250613212584,0.5567951798439026,-0.7042005658149719,0.9589131474494934,0.9376059770584106,0.4325552880764007,-0.6270557045936584,0.9602572321891784,0.9530604481697084,0.5537872314453125,-0.7140657305717468,0.9565198421478271,0.9422725439071656,0.4362831115722656,-0.6348338723182678,0.9578558802604676,0.9424402117729188,0.5519819259643555,-0.6530937552452087,0.9615139961242676,0.9319332838058472,0.4402629137039184,-0.5806751847267151,0.9612327814102172,0.4500653445720672,0.5306094288825989,-0.0197394881397485,0.9991394281387328,0.4439990520477295,0.4816104471683502,0.0196315757930278,0.9989932775497437,0.2693963646888733,0.5350314378738403,0.0357823744416236,0.9843853712081908,0.2676740884780884,0.4811972379684448,0.077160894870758,0.9836078882217408,0.1098497882485389,0.5490743517875671,0.3045459389686584,0.981312930583954,0.1037878915667533,0.4765287637710571,0.3332665860652923,0.9758956432342528,0.0923992097377777,0.5441491007804871,0.3184724450111389,0.796998143196106,0.0830802842974662,0.4806118905544281,0.3454196453094482,0.791976809501648,0.0474544577300548,0.5506288409233093,0.0865149870514869,0.9628133177757264,0.0439083613455295,0.4722362458705902,0.1287387162446975,0.951919674873352
s_correct,0.5237783789634705,0.5024195313453674,-0.6127335429191589,0.9996204376220704,0.5376648902893066,0.5069844722747803,-0.5889297723770142,0.9993374347686768,0.5380606651306152,0.5097624063491821,-0.5888186097145081,0.9992517232894896,0.5383143424987793,0.5124074220657349,-0.5889968872070312,0.9993097186088562,0.5376173257827759,0.498534619808197,-0.5853110551834106,0.9991401433944702,0.5379741787910461,0.495421290397644,-0.5855235457420349,0.998987078666687,0.5384203195571899,0.492519199848175,-0.5855678915977478,0.9990811347961426,0.5381907224655151,0.5167058110237122,-0.4479635059833526,0.9989705681800842,0.5407862067222595,0.4899681806564331,-0.4271800518035888,0.9986403584480286,0.5131465196609497,0.5079271197319031,-0.557654082775116,0.9984309673309326,0.5128040909767151,0.4980433583259582,-0.5518065094947815,0.9981807470321656,0.4959656894207001,0.5385666489601135,-0.4109614491462707,0.9979270696640016,0.4954411685466766,0.4700922966003418,-0.3799768686294555,0.995776355266571,0.581229567527771,0.5575019121170044,-0.556260347366333,0.9948228597640992,0.5811938047409058,0.4425659477710724,-0.5035325884819031,0.9945172071456908,0.6908304691314697,0.559430718421936,-0.6517249941825867,0.9833142161369324,0.6905737519264221,0.4332295954227447,-0.5937949419021606,0.9913292527198792,0.7196184396743774,0.5604246258735657,-0.7017106413841248,0.9461851119995116,0.722092866897583,0.4277754724025726,-0.6405744552612305,0.972102165222168,0.7251209020614624,0.5560852885246277,-0.6976016163825989,0.9431217908859252,0.7277024984359741,0.4310875833034515,-0.6338863968849182,0.9708327651023864,0.7146177887916565,0.5546022057533264,-0.6600522398948669,0.9456694722175598,0.7148960828781128,0.4347418546676636,-0.6005420684814453,0.9714878797531128,0.3112753629684448,0.5372554063796997,-0.0121259400621056,0.9988163113594056,0.304636538028717,0.4891895055770874,0.0120619190856814,0.9991334080696106,0.2078861445188522,0.5509651899337769,-0.4789289832115173,0.9881260395050048,0.205509141087532,0.4635883867740631,-0.4337116777896881,0.9931569695472716,0.1046406105160713,0.5508005619049072,-0.0906003192067146,0.9694281220436096,0.1008771806955337,0.4756918847560882,-0.0950296372175216,0.9830026626586914,0.0960259884595871,0.5447682738304138,-0.0592109411954879,0.8124749064445496,0.0894139930605888,0.4838361740112304,-0.0709838345646858,0.8812093138694763,0.0509341657161712,0.5546887516975403,-0.2390672117471695,0.9446653723716736,0.0494705997407436,0.4668840169906616,-0.2380904257297516,0.9631701111793518
s_correct,0.523686408996582,0.5007960200309753,-0.5889546871185303,0.9995757341384888,0.5376337766647339,0.5052939057350159,-0.5648112297058105,0.999245584011078,0.5381521582603455,0.5081770420074463,-0.5646964311599731,0.9991576671600342,0.5385406017303467,0.5109990239143372,-0.5648563504219055,0.9992116689682008,0.5371589064598083,0.4972010850906372,-0.5611039400100708,0.9990463256835938,0.5373458862304688,0.4945920407772064,-0.5613186359405518,0.9988912343978882,0.537682294845581,0.4921758770942688,-0.5613517165184021,0.9989781975746156,0.5385619401931763,0.5160545706748962,-0.425151914358139,0.9988208413124084,0.5389510989189148,0.4903686642646789,-0.4032763242721557,0.9984846711158752,0.513043224811554,0.5069471597671509,-0.534135639667511,0.9982059001922609,0.5128364562988281,0.4977034032344818,-0.5281942486763,0.9979655146598816,0.4952025115489959,0.5388332605361938,-0.3872215151786804,0.9976420998573304,0.4933390915393829,0.4708779454231262,-0.3543847501277923,0.9956570267677308,0.584030032157898,0.5573490858078003,-0.5258713364601135,0.9946364760398864,0.578569769859314,0.4423556625843048,-0.4632954597473144,0.9942572712898254,0.6924400925636292,0.5594882369041443,-0.6119325160980225,0.981928527355194,0.687799334526062,0.4318561255931854,-0.5504873394966125,0.9912929534912108,0.719887375831604,0.5605801939964294,-0.6578625440597534,0.9431300759315492,0.7183070778846741,0.4265029728412628,-0.5954780578613281,0.9725061058998108,0.7248506546020508,0.5562617182731628,-0.6535356044769287,0.93989235162735,0.7241866588592529,0.4300521910190582,-0.5885975360870361,0.9713791012763976,0.7144057154655457,0.5547618865966797,-0.619720995426178,0.9433228969573976,0.712552547454834,0.4336835145950317,-0.5567421913146973,0.9720864295959472,0.3101415038108825,0.5374829173088074,-0.0152816632762551,0.998786687850952,0.3029959499835968,0.4893329441547394,0.0152386436238884,0.9991118907928468,0.2109986841678619,0.5501028299331665,-0.5022833943367004,0.9877556562423706,0.2068891525268554,0.4638628959655761,-0.4388994872570038,0.9928704500198364,0.104873813688755,0.5506275296211243,-0.1459028422832489,0.9678298234939576,0.1001914516091346,0.4761689305305481,-0.1352525949478149,0.9826481342315674,0.0966488495469093,0.5445384383201599,-0.1174483299255371,0.8169060349464417,0.087623119354248,0.4842994511127472,-0.1137920394539833,0.8884841799736023,0.0504733771085739,0.5546385645866394,-0.2999406456947326,0.9443426132202148,0.0491181164979934,0.4666386544704437,-0.2838427722454071,0.9637060165405272
s_correct,0.7343958020210266,0.4945643544197082,-0.5383414626121521,0.9996922612190248,0.7494527101516724,0.499933660030365,-0.5138835310935974,0.999597430229187,0.7501720190048218,0.5032808780670166,-0.5138337016105652,0.9995202422142028,0.7505775094032288,0.5068463087081909,-0.5139557123184204,0.999588668346405,0.7489607930183411,0.4902516901493072,-0.5069875121116638,0.999486804008484,0.7493551969528198,0.4874816238880157,-0.5070435404777527,0.9992604851722716,0.7494727969169617,0.4844532310962677,-0.5070231556892395,0.9993108510971068,0.7432889938354492,0.5128049850463867,-0.3606867492198944,0.9993383884429932,0.744025468826294,0.483004629611969,-0.3222068548202514,0.998883843421936,0.7212496995925903,0.5019291043281555,-0.4761335551738739,0.9992713928222656,0.7209970355033875,0.4897620379924774,-0.4665408134460449,0.9990517497062684,0.6873218417167664,0.5359424352645874,-0.3251471221446991,0.9988927841186525,0.6792828440666199,0.4662649035453796,-0.2488990575075149,0.9950764775276184,0.7917231917381287,0.5481764674186707,-0.4699394106864929,0.9960179924964904,0.7805836796760559,0.442238450050354,-0.3453449606895447,0.9887943863868712,0.9152128100395204,0.5499160885810852,-0.5819424986839294,0.990909218788147,0.8986464738845825,0.438458651304245,-0.4544388949871063,0.9824208617210388,0.9507414698600768,0.5496642589569092,-0.6486898064613342,0.9706077575683594,0.9323946237564088,0.431549072265625,-0.5162495374679565,0.9507791996002196,0.9546617269515992,0.5468265414237976,-0.6561441421508789,0.968944489955902,0.9367705583572388,0.435345321893692,-0.5222556591033936,0.9485286474227904,0.9434568285942078,0.5456444621086121,-0.5953612327575684,0.9707311987876892,0.9252575635910034,0.4402664303779602,-0.4685724079608917,0.9519946575164796,0.4512960910797119,0.5309563279151917,-0.0249825995415449,0.9992327690124512,0.4447602927684784,0.4836057722568512,0.0249536279588937,0.998944878578186,0.2706465125083923,0.5364766716957092,0.0204058624804019,0.9826047420501708,0.2660001516342163,0.4834625124931335,0.0770394280552864,0.9815975427627563,0.1082505583763122,0.5494653582572937,0.2634461224079132,0.980372190475464,0.1037248373031616,0.4768270552158355,0.3090774118900299,0.974290132522583,0.0898545831441879,0.5434097051620483,0.2757474184036255,0.8088411092758179,0.082608662545681,0.4811476171016693,0.3197428584098816,0.778308093547821,0.0498541519045829,0.5523326992988586,0.0499955229461193,0.961352527141571,0.0463647171854972,0.472193568944931,0.1109323948621749,0.9478484392166138
s_correct,0.7335494160652161,0.4941540658473968,-0.5841844081878662,0.9996972680091858,0.7494866847991943,0.4995712339878082,-0.5616427659988403,0.9995904564857484,0.7501720190048218,0.5029317736625671,-0.5615602135658264,0.9995146989822388,0.7506210207939148,0.5064911842346191,-0.5616798400878906,0.9995789527893066,0.7488954663276672,0.4898737668991089,-0.5544358491897583,0.9994885921478271,0.749212384223938,0.4870383441448211,-0.5545057058334351,0.99927020072937,0.7492966651916504,0.4840163290500641,-0.5544852018356323,0.9993202686309814,0.7442108988761902,0.512409508228302,-0.406726598739624,0.9993300437927246,0.7448604702949524,0.4826758503913879,-0.36996990442276,0.9989215731620787,0.7208529710769653,0.5014263987541199,-0.5218494534492493,0.9993007183074952,0.7209417223930359,0.4892253875732422,-0.5115264058113098,0.9990999698638916,0.6893347501754761,0.535693883895874,-0.3631769120693207,0.9989399909973145,0.6825582385063171,0.465892344713211,-0.2950634360313415,0.9958788752555848,0.7944035530090332,0.5523473024368286,-0.5041738748550415,0.9964848160743712,0.7836779952049255,0.4416083395481109,-0.406312495470047,0.9893574714660645,0.9190797209739684,0.5548779368400574,-0.6162177324295044,0.9908156394958496,0.9036484360694884,0.4380791485309601,-0.5287106037139893,0.9826149344444276,0.9531174302101136,0.5550063252449036,-0.6830089688301086,0.9698511362075806,0.9365754723548888,0.4310873746871948,-0.5896492004394531,0.9507788419723512,0.9568028450012208,0.551804780960083,-0.6906620860099792,0.9681138396263124,0.9411228895187378,0.4355234801769256,-0.5973793268203735,0.9485486149787904,0.9463066458702089,0.5504456758499146,-0.6299168467521667,0.9701818227767944,0.93022221326828,0.4405635297298431,-0.5433734655380249,0.952436625957489,0.4528321921825409,0.5311352610588074,-0.0279970858246088,0.999228537082672,0.445507675409317,0.4834745526313782,0.0279473699629306,0.998980700969696,0.2719261050224304,0.5361813306808472,0.0229990854859352,0.982965886592865,0.2671491503715515,0.4835695922374725,0.0878883153200149,0.981536626815796,0.1087946072220802,0.5493338108062744,0.2653200626373291,0.9811983704566956,0.1031025350093841,0.4772510826587677,0.3225089013576507,0.9742406010627748,0.090892344713211,0.5436741709709167,0.2770375907421112,0.8130485415458679,0.0816638395190239,0.4815418124198913,0.3331075608730316,0.7809527516365051,0.0492176823318004,0.551249623298645,0.0476115718483924,0.9630753397941588,0.0454699359834194,0.4719975590705871,0.1240949407219886,0.9485041499137878
s_correct,0.5076277852058411,0.5023987293243408,-0.589896559715271,0.9997129440307616,0.5215915441513062,0.5068850517272949,-0.56522136926651,0.9995251893997192,0.5221937298774719,0.509880781173706,-0.5651152729988098,0.9994627833366394,0.5226689577102661,0.5126317739486694,-0.5653036236763,0.9995050430297852,0.5213841199874878,0.4981206059455871,-0.562627375125885,0.9993605017662048,0.5218106508255005,0.4951369166374206,-0.5628282427787781,0.9992271661758424,0.5223879814147949,0.4925009608268738,-0.5628277659416199,0.9992799162864684,0.5238715410232544,0.516940712928772,-0.419253945350647,0.999290645122528,0.5262384414672852,0.4903802871704101,-0.4031970202922821,0.9989386796951294,0.4988355934619903,0.50816810131073,-0.5324912071228027,0.9989513158798218,0.4987339675426483,0.4984211325645447,-0.5279622673988342,0.9987348318099976,0.481270283460617,0.538818895816803,-0.3797607123851776,0.99843031167984,0.4808418452739715,0.4719661176204681,-0.3596895337104797,0.9963945746421814,0.5649805068969727,0.5602171421051025,-0.5194092392921448,0.9946994185447692,0.5694575905799866,0.4423985481262207,-0.476264625787735,0.9947274327278136,0.675895094871521,0.5614023208618164,-0.6135931015014648,0.9844767451286316,0.6808710694313049,0.4349784851074219,-0.5650437474250793,0.9915667772293092,0.705230176448822,0.5627506971359253,-0.6624339818954468,0.9522677063941956,0.7126230597496033,0.4300569891929626,-0.610556423664093,0.9739665389060974,0.711127758026123,0.5581270456314087,-0.657868504524231,0.9495456218719482,0.7173691391944885,0.4337109327316284,-0.6044052243232727,0.9727953672409058,0.6994778513908386,0.556400716304779,-0.621493935585022,0.9516037106513976,0.7051488161087036,0.4374153316020965,-0.5716468691825867,0.973182737827301,0.2925114035606384,0.5372813940048218,-0.0120975645259022,0.9990262389183044,0.2845872640609741,0.4889945685863495,0.0121187465265393,0.9992175698280334,0.2183983474969864,0.5508267879486084,-0.5865637063980103,0.986972451210022,0.2011443227529525,0.4641105234622955,-0.476931482553482,0.9914215803146362,0.1055223569273948,0.5506055355072021,-0.2021043002605438,0.9628517627716064,0.0973617434501648,0.4766868352890014,-0.1576891541481018,0.9798886179924012,0.0966595038771629,0.5449769496917725,-0.1699283123016357,0.8318486213684082,0.0862452164292335,0.4852768182754516,-0.1339081227779388,0.8903018236160278,0.0544250607490539,0.5538025498390198,-0.3465330004692077,0.9400629997253418,0.0498602874577045,0.4670487940311432,-0.3000757396221161,0.95982426404953
s_correct,0.5054718852043152,0.5026015043258667,-0.5499312281608582,0.9997938871383668,0.5205827355384827,0.5069926381111145,-0.5249059796333313,0.9996718764305116,0.5212506651878357,0.5100201368331909,-0.5248047709465027,0.9996324777603148,0.5217922329902649,0.5128189921379089,-0.5249751806259155,0.9996539950370787,0.5198813676834106,0.498432457447052,-0.5205420255661011,0.9995299577713012,0.5200681090354919,0.4956227838993072,-0.5207465291023254,0.99942946434021,0.5204135179519653,0.4931043982505798,-0.520749032497406,0.9994662404060364,0.5227715373039246,0.5174330472946167,-0.3846151530742645,0.9995478987693788,0.5228683352470398,0.4907114207744598,-0.3592913150787353,0.999230682849884,0.4959138631820678,0.5086605548858643,-0.4949699640274048,0.999364733695984,0.4953577220439911,0.4991119503974914,-0.4883634746074676,0.9991559386253356,0.479079931974411,0.5399647355079651,-0.348078191280365,0.999067723751068,0.478371798992157,0.4731605350971222,-0.3203562200069427,0.9974382519721984,0.5615580677986145,0.5606183409690857,-0.4801518321037292,0.994516670703888,0.5642274618148804,0.4428135752677917,-0.4297855198383331,0.9953190684318542,0.6726438403129578,0.5620502233505249,-0.5699278116226196,0.984627604484558,0.6757309436798096,0.4339228272438049,-0.5234786868095398,0.9924710392951964,0.7006248235702515,0.563065230846405,-0.6171326637268066,0.9541410207748412,0.7070298194885254,0.4282296597957611,-0.5697250962257385,0.9762532114982604,0.7059807777404785,0.5584012866020203,-0.6145367622375488,0.9518276453018188,0.7118056416511536,0.4317136704921722,-0.5641013383865356,0.9752120971679688,0.6949581503868103,0.5568685531616211,-0.5782556533813477,0.9544588327407836,0.7002130746841431,0.4355007112026214,-0.5305508375167847,0.975384533405304,0.2895864248275757,0.5376441478729248,-0.0115431919693946,0.9993868470191956,0.2803017199039459,0.4890262484550476,0.0116089591756463,0.9993821978569032,0.218852236866951,0.5480721592903137,-0.5974984765052795,0.9887354969978333,0.1995987147092819,0.4650656878948211,-0.4710405468940735,0.990696907043457,0.1041865572333335,0.5504978895187378,-0.2284954190254211,0.967742681503296,0.0950597897171974,0.4768447875976562,-0.1540223956108093,0.980888605117798,0.0922511890530586,0.5451687574386597,-0.197306290268898,0.8564397692680359,0.0827015340328216,0.485743373632431,-0.1295418292284011,0.904004156589508,0.0540716126561164,0.5526627898216248,-0.3705660998821258,0.9497140645980836,0.0473045408725738,0.4655841588973999,-0.2894270718097687,0.9651454091072084
s_correct,0.7323509454727173,0.5001233816146851,-0.6130452752113342,0.9997881650924684,0.7483054399490356,0.5043453574180603,-0.5869786143302917,0.9997686743736268,0.7490785717964172,0.5075444579124451,-0.5869320034980774,0.9997143149375916,0.7493190169334412,0.5105842351913452,-0.587076723575592,0.99975848197937,0.7475183606147766,0.4948994815349579,-0.582923412322998,0.9996996521949768,0.7478306293487549,0.4914486110210418,-0.5829868912696838,0.9995623230934144,0.7479252815246582,0.4883705973625183,-0.5829455852508545,0.9996131658554076,0.7424343824386597,0.5153025984764099,-0.4168852567672729,0.9996779561042786,0.7434109449386597,0.4846687912940979,-0.396449327468872,0.9994323253631592,0.7186312079429626,0.5058993101119995,-0.5460644364356995,0.9994720220565796,0.7174969911575317,0.4945645928382873,-0.5399399399757385,0.9993005394935608,0.6870421171188354,0.5373750925064087,-0.3742497563362121,0.998888909816742,0.6783485412597656,0.4668441712856293,-0.3211790919303894,0.994879961013794,0.7887837290763855,0.5473650693893433,-0.524389922618866,0.9945048093795776,0.7803464531898499,0.4428192377090454,-0.494546890258789,0.988933801651001,0.9105287790298462,0.5489299297332764,-0.6540884375572205,0.9875394701957704,0.9007495641708374,0.4395307004451751,-0.6551984548568726,0.98431795835495,0.9446582794189452,0.548744261264801,-0.7254804372787476,0.961502969264984,0.9329373836517334,0.4338469207286834,-0.7231351733207703,0.9550374746322632,0.949396550655365,0.5457713007926941,-0.7328295707702637,0.9596598744392396,0.9399159550666808,0.4372082948684692,-0.7283610105514526,0.9523965120315552,0.93765527009964,0.5445263385772705,-0.668975293636322,0.9617940187454224,0.9297396540641784,0.4411104321479797,-0.6692686080932617,0.954772651195526,0.4523997604846954,0.5312449336051941,-0.0289979483932256,0.9991334676742554,0.4467394649982452,0.483965516090393,0.0289643332362175,0.9988569617271424,0.2714072167873382,0.5362351536750793,0.0030993134714663,0.9785252213478088,0.2684072256088257,0.4837732315063476,0.0825609117746353,0.9750034809112548,0.1032342240214347,0.5498219728469849,0.2357750236988067,0.972595751285553,0.0968571677803993,0.4773049056529999,0.3047059774398803,0.963299036026001,0.0846117958426475,0.5446016192436218,0.2452738434076309,0.7282689213752747,0.0764343366026878,0.4816082417964935,0.313854306936264,0.7416852116584778,0.0490851365029811,0.5519697666168213,0.0075240610167384,0.9442227482795716,0.0474808253347873,0.4714176952838897,0.1015298664569854,0.9279278516769408
s_correct,0.7329687476158142,0.4993258714675903,-0.6008844971656799,0.99978107213974,0.7491132020950317,0.5037594437599182,-0.5746160745620728,0.999755322933197,0.7499654293060303,0.5070305466651917,-0.5745543837547302,0.9996970295906068,0.7502681612968445,0.5102369785308838,-0.5746750235557556,0.9997437000274658,0.7482333779335022,0.4941243231296539,-0.571837842464447,0.9996862411499025,0.7485507726669312,0.4907379448413849,-0.5719039440155029,0.9995463490486144,0.7485973834991455,0.4876304864883423,-0.5718762278556824,0.999601185321808,0.7435134053230286,0.515136182308197,-0.4051031470298767,0.9996554851531982,0.7439895868301392,0.484274297952652,-0.388364315032959,0.9994205832481384,0.7191076278686523,0.5054445862770081,-0.5336917638778687,0.9994614720344543,0.7177350521087646,0.493842750787735,-0.529045581817627,0.9992915987968444,0.6875528693199158,0.5370855927467346,-0.3616747856140136,0.998886227607727,0.6791099905967712,0.4667870700359344,-0.3182490170001983,0.9952120184898376,0.7901314496994019,0.5472800135612488,-0.5100694894790649,0.994394063949585,0.7806066274642944,0.4428542554378509,-0.4763027727603912,0.9899541735649108,0.909920334815979,0.5493104457855225,-0.6411476731300354,0.9865046739578248,0.9014465808868408,0.439273864030838,-0.6314970850944519,0.9850429892539978,0.9414895176887512,0.5487797260284424,-0.7125799655914307,0.9582975506782532,0.9333459734916688,0.4334511160850525,-0.6998093128204346,0.9564804434776306,0.9476366639137268,0.5458120703697205,-0.7202337384223938,0.9562833309173584,0.939939022064209,0.4368628263473511,-0.7050843834877014,0.9538711309432985,0.9365822672843932,0.5447015762329102,-0.6560342311859131,0.9591121077537536,0.9295125007629396,0.4408798217773437,-0.6457415819168091,0.956289291381836,0.452616274356842,0.5312084555625916,-0.0286469776183366,0.9991139769554138,0.4468767642974853,0.4838868379592895,0.0286153461784124,0.99885493516922,0.2714884579181671,0.5362633466720581,0.0051540224812924,0.9784680604934692,0.2684562802314758,0.4836950898170471,0.0809480100870132,0.9753320813179016,0.1033167541027069,0.5498291254043579,0.241002082824707,0.972753643989563,0.096902497112751,0.4773107171058655,0.3040467202663421,0.9636428356170654,0.085158959031105,0.544660747051239,0.2510807812213897,0.7284255623817444,0.0765098705887794,0.4815496504306793,0.3132126629352569,0.745067298412323,0.0489214248955249,0.5518604516983032,0.0144305955618619,0.944983959197998,0.0474443025887012,0.4714544415473938,0.0995693430304527,0.9291362166404724
